,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
438,"Anthony Stone ""APS""",5,"I've noticed something VERY CROOKED online...postage scalpers! Charging $8 bucks to mail out micro sd cards that usually come in a small envelope? I mean COME ON! The FTC needs to crack down on these postage scalpers because they are working in FULL FORCE these days?I'd say a Micro-SD card should mail NO HIGHER than a $1.50 to $3.00 bucks but $8.00s????These crooks ARE DEMENTED! I've just been deleting orders out of my cart & will keep doing so till I find one that WON'T rip me off!Great products come  from Scan Disk but BUYERS BEWARE of these shops who mark these things with high priced postage & then mail it out in a small envelope! and YES almost EVERYONE I've ever ordered came in a small envelope BTW...Shame on you! I think I'll write my congressman about it! [for whatever good that'll do? w/a 10% rating as they NEVER CARE what ""We The People"" want!]Never the less, You all should be fined by the FTC for committing HIGHWAY ROBBERY!  end of review & hopes this helps others speak out against highway robbery via high postage gauging! As said above I'll keep browsing till I find a good store who WON'T commit this crime! As my dad likes to say: There's no honest people anymore!ONE FINAL NOTE: Amazon & all of the other online outlets should stop allowing people to charge what they want for postage & only allow them to ship it at cost! a.k.a price figuring via what the item actually ships for at the PO,FedX &/or UPS!",07-11-2013,396,0,0,0,0,0,0
439,"Anthony W. Raynor ""awraynor""",5,"I recently upgraded from my trusty Droid X to the Samsung Galaxy S4.Given it's hi-def videos and pictures I wanted a big and fast memory card.This faster card loads the gallery so much faster than one in the X.Otherwise, it's a memory card and it works well.",25-12-2013,348,0,0,0,0,0,0
440,AntNewYork,5,I have been using this in my Canon camera. it has been working well. over 6000 photos and many videos.,09-12-2013,364,0,0,0,0,0,0
441,antonio,5,"The first few weeks after I bought this, I had some problems (like my phone can't detect the micro SD card). I tried formatting or repairing the card, but no success. So I returned this to SanDisk and they willingly replaced this in a week. No more questions asked. And since then, I'm still using the 2nd card that I received. No problems until now.",16-08-2013,479,0,0,0,0,0,0
442,Antonio,5,"This memory works great on Surface Pro 2, no problems at all, transfer rates are acceptable. Before the Surface Pro 2's firmware update, the memory was disconnecting itself, I had to take it off and put it on again, but after the firmware update, I have no problems, the memory always stay there.",19-06-2014,172,0,0,0,0,0,0
443,Antti,5,"I put it into my phone, and now it is like my phone has unlimited storage possibilities on it. Thank you!",26-09-2013,438,0,0,0,0,0,0
444,aon,5,"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",15-10-2013,419,0,0,0,0,0,0
445,"Apache ""Elizabeth""",4,"This is exactly what I was looking for to upgrade the memory of my smartphone. Good transfer speeds to using SanDisk product, and great pricing from Amazon.",18-12-2013,355,1,0,1,1,1,0.206549314
446,Ap M.,5,A 32Gb micro mem card for the Samsung Galaxy S3 is a great addition to and S3 unit! Never a problem with his card and I can expect a long life out of this memory card too!,12-09-2012,817,0,1,1,-1,0,0
447,APP,5,"It was for my new Galaxy note 2, I am not sure if I ever need one 64GB, but why not, when these is a bargain for one.",21-01-2013,686,0,0,0,0,0,0
448,Apple User,5,Got for my phone and is awesome.  The card did short out but once contacting SanDisk they had one out to me in a week.  Super awesome customer service.  Will buy more SanDisk items when needed.,18-06-2013,538,0,0,0,0,0,0
449,AQS,5,"Used as a hard drive on my Asus T100. Really fast, faster than a regular external hard drive. I used to have an old Dell computer that had only 40 gb in it. This was a lot larger and we-orks well in the Asus",18-12-2013,355,0,0,0,0,0,0
450,"Aqua-nordic Design Service, Incorporated ""Gun...",5,I just recently received a new Nook HD+ Tablet as a gift  and wanted to increase the storage capacity as well as convert it to an android base system with the N2A software! This card was compatible and has really increased the flexibility of my new Nook without having to root the system and void my warranty. I can use my new Nook either way. Plus the card was at a reasonable price and really the latest in technology!,30-01-2013,677,1,0,1,1,1,0.206549314
451,"AQUASTEVAE ""STEVAE""",5,"it is extremely small. so small in fact, that it could easily get lost. so i recommend that once it's in, you leave it in. but it's a great idea, to allow the camera's, phone's or any other device to be that much smaller. i've only had it for a short while, but so far so good.",02-10-2013,432,0,0,0,0,0,0
452,a raccoon,5,No Samsung Galaxy S3 should be without one!  This should last me until 128 or 256 GB models become available. :)Does NOT fit the iPhone!  No iPhone can accept Micro SD memory upgrades.  Buy a Samsung phone instead!,16-02-2013,660,0,0,0,0,0,0
453,Ara,5,"I can't say that the applications are loading faster, but I can definitely say that videos and music load much faster in my phone now. I didn't have to reformat the card or anything, just transferred all DATA from old card to this one and popped it in. Considering the small price difference, I'd recommend getting a faster card for sure.",13-11-2012,755,0,0,0,0,0,0
454,Arameth,5,Works great in the car as my music drive.  Holds the entire collection too.  The speed was key for me.,17-12-2012,721,0,0,0,0,0,0
455,archibmr,5,"My original two cards were manufactured in 2012 and over time started affecting the functionality of our phones.  Some internet research resulted in reading another review on Amazon with similar problems and discussed to contact SanDisk support for replacements due to a known silicon bug.  The new cards arrived in about a week and we returned the old cards with the defects.  Only hassle was was trying to read the serial and date codes off of the car, but a phone with 4X zoom made it possible.  SanDisk customer support was easy to work with and the products (new and old) are fast and worked great.",18-05-2014,204,0,1,1,-1,0,0
456,Archie,5,"Formatted in computer, popped in phone and bingo bango Bob's your uncle. Phone recognized right away and I had music transferred in minutes.",09-07-2013,517,0,0,0,0,0,0
457,area51auto,5,I purchased this to use in my Samsung camera and it works great. I take picture and videos with the camera with no issues.,27-02-2014,284,0,0,0,0,0,0
458,Ares206,5,"I use this for my R4 SDHC Dual Core for my 3DS XL. It holds about 30 movies currently, and it also holds a number of different emulators plus games, plus It holds about 150 NDS games on it as well, and I STILL HAVE 5gb of storage left for extra stuff. Simply incredible how they are able to offer that much storage in such a little package. Thank you sandisk for being the foremost leader in Memory technology. My hat goes off to you. And they do it all at an affordable price.",21-05-2013,566,0,0,0,0,0,0
459,AR,5,"Got extremely solid speeds with it, no slack on my Android.  Solid Micro SD card with gigantic space.It works.  Awesomely.",20-10-2013,414,0,0,0,0,0,0
460,A. Riel,5,"I'm not a heavy user of data but enough that my pictures and music videos wouldn't fit on the factory 4 gig card. You can never have enough memory as it gets used up quick. It has the advertised memory capacity rating and has improved speed on my smartphone and tablet when moving pictures and videos to different folders. No lag compared to the cheap factory memory card. Buy the better card the first time, you won't be regretting it later. Would recommend and buy again",14-03-2013,634,0,0,0,0,0,0
461,Aris Abeleda,5,I have used this to store recorded video information from a dash camera.  I have had no problems so far.,09-01-2013,698,0,0,0,0,0,0
462,Aristotle,1,"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",01-03-2013,647,0,1,1,-1,0,0
463,Armand Muntzel,5,I use this to store all my music pictures and HD video on the limited storage of the surface pro and it simply works! at the price point of below 60$ I think its a steal!,17-04-2013,600,0,0,0,0,0,0
464,Armando,5,"Perfect card, all you need to keep all the action in this 64gb. I acquired this card for a GoPro camera and fits perfectly, its all you need to capture all the action when you need it.",10-03-2013,638,0,0,0,0,0,0
465,Arnie Posadas,5,"Bought this few days after I got my phone and it has great read and write speeds and it seems like taking care of some processing and handling of things within the phone. I changed the settings that every time I take a picture or record a video, it will go automatically to the microsd card. Added most of my movies in this tiny card and it works smoothly.",04-06-2013,552,0,0,0,0,0,0
466,Arnob,5,Fast shipping & delivered as described.Phone did not recognize the card right away. I had to format it as FAT32 on the computer but it showed capacity of 32GB. To get the full capacity I had to format it again on the phone (exFAT format) now shows 64GB.Excellent capacity for lots of media files & documents.,20-09-2013,444,0,0,0,0,0,0
